"id";"area_construida_m2";"Bairro";"Cep";"cidade_uf";"Endereço";"fim_termo_convenio";"situacao_termo_convenio";"termo_convenio";"Situação";"uf"
"1018518";NA;"Nova Cidade";"69355-000";"Normandia                        - RR";"Rua Nor-14 com Rua Nor-10, Ao lado da Escola Estadual,  ";"30/06/2017";"Vigente";"32876/2014";"
                            Em 
                            Planejamento pelo proponente";"RR"
"1012839";NA;"Sagrada Família                                                                                     ";"69340-000";"Mucajaí                        - RR";"Rua dos Buritis, Esquina com a Rua Raimundo Caú, 00 ";"30/07/2016";"Vigente";"9009/2014";"
                            Em 
                            Planejamento pelo proponente";"RR"
"33212";NA;"Harmonia                                                                                            ";"92320-750";"Canoas                        - RS";"Avenida Rio dos Sinos, Vla Cerne, 1475 ";"22/09/2016";"Vigente";"4243/2013";"
                            Em 
                            Planejamento pelo proponente";"RS"
"20061";NA;"COLONIA Z3";"96130-000";"Pelotas                        - RS";"Rua Almirante Rafael Brusque, Z3, 000 ";"30/11/2026";"Vigente";"4136/2013";"
                            Em 
                            Planejamento pelo proponente";"RS"
"19524";NA;"CENTRO                                                                                              ";"88180-000";"Antônio Carlos                        - SC";"RUA H,  00 ";"16/10/2016";"Vigente";"5543/2013";"
                            Em 
                            Planejamento pelo proponente";"SC"
"1014617";NA;"TESTO CENTRAL                                                                                       ";"89107-000";"Pomerode                        - SC";"RUA 15 DE NOVEMBRO, NUMERO CORRETO 10285, 285 ";"01/09/2016";"Vigente";"10025/2014";"
                            Em 
                            Planejamento pelo proponente";"SC"
"1009333";NA;"PONTO NOVO                                                                                          ";"49000-00";"Aracaju                        - SE";"RUA MASSARANDUBA,   ";"22/03/2017";"Vigente";"9054/2014";"
                            Em 
                            Planejamento pelo proponente";"SE"
"1012900";NA;"Jardim Zaniboni I                                                                                   ";"13848-064";"Mogi Guaçu                        - SP";"Avenida Suécia,  2400 ";"30/01/2017";"Vigente";"9081/2014";"
                            Em 
                            Planejamento pelo proponente";"SP"
"1009610";NA;"Conjunto Promorar São Luis                                                                          ";"05846-220";"São Paulo                        - SP";"Rua Cornélio Zelaia,   ";"18/08/2016";"Vigente";"11571/2014";"
                            Em 
                            Planejamento pelo proponente";"SP"
"25677";NA;"Setor Jardim Paulista                                                                               ";"77600-000";"Paraíso do Tocantins                        - TO";"Avenida Araraquara, APM 26, 01 ";"26/05/2017";"Vigente";"10919/2014";"
                            Em 
                            Planejamento pelo proponente";"TO"
"1010695";NA;"Plano Diretor Sul                                                                                   ";"77000-000";"Palmas                        - TO";"SETOR BERTAVILLE , APM 4, Rua Olga Cavalcante com Bernardino Lima Luz , APM 4, 00 ";"30/08/2017";"Vigente";"7749/2013";"
                            Em 
                            Planejamento pelo proponente";"TO"
