"id";"area_construida_m2";"Bairro";"Cep";"cidade_uf";"Endereço";"fim_termo_convenio";"situacao_termo_convenio";"termo_convenio";"Situação";"uf"
"25558";1323.58;"Santa Edwirges";"35680-000";"Itaúna                        - MG";"Rua Manoel Ribeiro Nicuta,  338 ";"11/12/2016";"Vigente";"2799/2012";"
                            
                            Paralisada";"MG"
"19998";564.5;"MORADA DO SOL";"37510-000";"São José do Alegre                        - MG";"RUA VITOR RIBEIRO,   ";"31/12/2016";"Vigente";"1606/2011";"
                            
                            Paralisada";"MG"
"23270";1211;"Nova Lima";"79017-210";"Campo Grande                        - MS";"Rua Francisco Pereira Coutinho,   ";"29/09/2016";"Vigente";"2094/2011";"
                            
                            Paralisada";"MS"
"23262";1211;"Loteamento Vespasiano Martins";"79075-415";"Campo Grande                        - MS";"Rua Renato Nasser,   ";"29/09/2016";"Vigente";"2094/2011";"
                            
                            Paralisada";"MS"
"19151";1211;"BELA VISTA";"78530-000";"Peixoto de Azevedo                        - MT";"RUA ZÉ DOCA, ESQUINA COM A RUA PORTO ALEGRE , 0000 ";"01/10/2016";"Vigente";"1957/2011";"
                            
                            Paralisada";"MT"
"24886";1211;"Resid. Recanto do Sol";"78089-085";"Cuiabá                        - MT";"Rua Coréia (antiga Rua I),   ";"27/05/2017";"Vigente";"11194/2014";"
                            
                            Paralisada";"MT"
"24718";1211.11;"Centro";"68637-000";"Ipixuna do Pará                        - PA";"Trav. Pedro Ayres da Silva, esquina com a Rua Luiz Batista Nonato, 00 ";"07/07/2016";"Vigente";"2825/2012";"
                            
                            Paralisada";"PA"
"24645";1118.48;"Acará";"68690-000";"Acará                        - PA";"Rua Luis Miranda s/nº,   ";"30/06/2016";"Vigente";"2842/2012";"
                            
                            Paralisada";"PA"
"1002882";853.2;"Centro                                                                                              ";"58254-000";"Logradouro                        - PB";"VILA NOVA DESCOBERTA,  00 ";"31/12/2016";"Vigente";"19672/2014";"
                            
                            Paralisada";"PB"
"24968";1211;"Centro";"58970-000";"Conceição                        - PB";"Rua Jaime Pinto Ramalho ,   ";"29/08/2016";"Vigente";"2891/2012";"
                            
                            Paralisada";"PB"
"1017978";NA;"ZONA RURAL";"56280-000";"Araripina                        - PE";"Rua Projetada (Cavaco),  001 ";"30/06/2016";"Vigente";"31293/2014";"
                            
                            Paralisada";"PE"
"24711";781;"São José";"50020-190";"Recife                        - PE";"Rua do Muniz,   ";"11/06/2017";"Vigente";"11640/2012";"
                            
                            Paralisada";"PE"
"24605";NA;"NOVO HORIZONTE";"64000-000";"Teresina                        - PI";"RUA I, PARQUE MANOEL EVANGELISTA,  ";"20/05/2017";"Vigente";"8424/2014";"
                            
                            Paralisada";"PI"
"20097";992.88;"RENASCENÇA";"64000-000";"Teresina                        - PI";"RUA CÉSAR DE NEGREIROS BARROS, ZONA SUDESTE,  ";"10/01/2017";"Vigente";"4013/2013";"
                            
                            Paralisada";"PI"
"29397";4110.2;"Parque Independência";"85884-000";"Medianeira                        - PR";"Rua Florianópolis,  2045 ";"30/11/2016";"Vigente";"9543/2015";"
                            
                            Paralisada";"PR"
"1015436";853.2;"Jardim Bela Vista                                                                                   ";"84350-000";"Ortigueira                        - PR";"Rua Antônio Araújo Figueiredo, Quadra 10, 00 ";"30/06/2015";"Vencido";"31454/2014";"
                            
                            Paralisada";"PR"
"24514";0;"ITAMBI";"24867-400";"Itaboraí                        - RJ";"RUA EULÁLIA CARVALHO, LOTES 867 À 880,  ";"27/10/2016";"Vigente";"3026/2012";"
                            
                            Paralisada";"RJ"
"19835";1317.16;"Parque Ceasa";"28090-000";"Campos dos Goytacazes                        - RJ";"Rua Nova Aurora,   ";"14/01/2017";"Vigente";"2065/2011";"
                            
                            Paralisada";"RJ"
"18086";564.5;"Serra da Tapuia";"59440-971";"Sítio Novo                        - RN";"RUA PROJETADA, S/N,  ";"25/03/2016";"Vencido";"269/2011";"
                            
                            Paralisada";"RN"
"19816";2400;"Santo Antônio";"59621-540";"Mossoró                        - RN";"Rua José Leão,  47 ";"27/08/2016";"Vigente";"1031/2011";"
                            
                            Paralisada";"RN"
"1016154";1040.5;"Zona Rural                                                                                          ";"76887-000";"Campo Novo de Rondônia                        - RO";"RUA DAS  ORQUIDEAS ESQ. COM A RUA FLOR-DE-LIS, Distrito Rio Branco, 0000 ";"31/07/2016";"Vigente";"34082/2014";"
                            
                            Paralisada";"RO"
"20209";NA;"centro                                                                                              ";"96470-000";"Pinheiro Machado                        - RS";"Entre as Ruas Bernardino Luiz Dutra, Dois de Maio, 24 de Fevereiro e Pedro Régio.,  00 ";"24/11/2016";"Vigente";"5532/2013";"
                            
                            Paralisada";"RS"
"1012840";NA;"Morada da Volta                                                                                     ";"96505-227";"Cachoeira do Sul                        - RS";"Rua Nenê Müller,  0000 ";"11/08/2016";"Vigente";"9010/2014";"
                            
                            Paralisada";"RS"
"20078";1211.92;"Centro";"88717-000";"Sangão                        - SC";" RUA GREGÓRIO  DUARTE (PROJETADA) , ESQUINA COM RODOVIA SC-443 ,  ";"07/06/2016";"Vencido";"2466/2012";"
                            
                            Paralisada";"SC"
"1002955";1137.8;"PALMEIRA DO MEIO                                                                                    ";"88840-00";"Urussanga                        - SC";"ESTRADA GERAL,   ";"30/09/2016";"Vigente";"17704/2014";"
                            
                            Paralisada";"SC"
"19733";NA;"Taiçoca";"49160-000";"Nossa Senhora do Socorro                        - SE";"Rua 4, Rua C2, Rua 2, Loteament Piabeta,  ";"10/08/2016";"Vigente";"4017/2013";"
                            
                            Paralisada";"SE"
"1009897";4800;"RURAL                                                                                               ";"49517-000";"Pinhão                        - SE";"RUA A DEFINIR,  00 ";"31/10/2016";"Vigente";"19814/2014";"
                            
                            Paralisada";"SE"
"19308";1559.86;"Parque das Bandeiras";"11346-190";"São Vicente                        - SP";"Rua Doutor Archimedes Bava,   ";"23/06/2016";"Vigente";"166/2011";"
                            
                            Paralisada";"SP"
"30823";2400.6;"Jardim Maria de Lourdes";"07263-015";"Guarulhos                        - SP";"Caminho Quatro,   ";"25/09/2016";"Vigente";"3724/2013";"
                            
                            Paralisada";"SP"
"24893";1044;"Vila Maria";"77650-000";"Miracema do Tocantins                        - TO";"Av. Zeca Pereira Vila Maria, Chácara Boa Sorte,  ";"28/06/2016";"Vigente";"3157/2012";"
                            
                            Paralisada";"TO"
"1009905";204.06;"Povoado 20 Mil                                                                                      ";"77985-000";"Carrasco Bonito                        - TO";"Rua Manoel Domingos,  00 ";"31/12/2016";"Vigente";"45205/2014";"
                            
                            Paralisada";"TO"
"29307";1857.97;"Laranjal";"69930-900";"Xapuri                        - AC";"Rua Rotary,  0000 ";"30/11/2016";"Vigente";"8477/2014";"
                            Em 
                            Execução";"AC"
"1013635";853.2;"Zona Rural                                                                                          ";"69970-000";"Tarauacá                        - AC";"BR 364 Km 85 Km sentido Tarauacá/Cruzeiro do Sul, 85 Km TK/CRZ Rio Gregório Comunidade São Vicente, 000 ";"28/02/2017";"Vigente";"29915/2014";"
                            Em 
                            Execução";"AC"
"1015266";3057.01;"Distrito de Luziápolis                                                                              ";"57258-000";"Campo Alegre                        - AL";"Rua Wilson Lopes, TÉRREO,  ";"31/01/2017";"Vigente";"30060/2014";"
                            Em 
                            Execução";"AL"
"1011254";1510.23;"Tercio Wanderley                                                                                    ";"57230-000";"Coruripe                        - AL";"Conjunto Deputado Nelson Simões Costa, Conjunto Deputado Nelson Simões Costa, 00 ";"03/11/2016";"Vigente";"6328/2013";"
                            Em 
                            Execução";"AL"
"1016119";207.28;"ZONA RURAL                                                                                          ";"69685-000";"Tonantins                        - AM";"Comunidade do Lago Grande,  004 ";"30/06/2016";"Vigente";"30289/2014";"
                            Em 
                            Execução";"AM"
"1018374";851.63;"ZONA RURAL";"69660-000";"Jutaí                        - AM";"COMUNIDADE VILA DE COPATANA - RIO JUTAI,  00 ";"31/07/2017";"Vigente";"32761/2014";"
                            Em 
                            Execução";"AM"
"1013991";726.42;"Centro                                                                                              ";"68925-000";"Santana                        - AP";"Comunidade Alto do Pirativa,  000 ";"30/06/2016";"Vigente";"30290/2014";"
                            Em 
                            Execução";"AP"
"1013988";792.35;"Assentamento do Piassacá                                                                            ";"68925-000";"Santana                        - AP";"Assentamento do Piassacá,  000 ";"30/06/2016";"Vigente";"31466/2014";"
                            Em 
                            Execução";"AP"
"1018585";8000;"Centro";"47655-000";"Jaborandi                        - BA";"Rua, Rua da Felicidade, 20 ";"31/07/2016";"Vigente";"33974/2014";"
                            Em 
                            Execução";"BA"
"19905";564.5;"ZONA RURAL";"45000-000";"Vitória da Conquista                        - BA";"RUA SANTA CATARINA, POVOADO DE SIMÃO/CAMPINHOS,  ";"18/10/2016";"Vigente";"1887/2011";"
                            Em 
                            Execução";"BA"
"1010054";851.63;"Sítio Jenipapeiro                                                                                   ";"63475-000";"Jaguaribe                        - CE";"Sítio Jenipapeiro,   ";"31/08/2016";"Vigente";"22416/2014";"
                            Em 
                            Execução";"CE"
"1005287";1575;"RURAL                                                                                               ";"63610-000";"Mombaça                        - CE";"RUA PRINCIPAL DO POVOADO,   ";"03/11/2016";"Vigente";"6568/2013";"
                            Em 
                            Execução";"CE"
"31784";1118.48;"Brazlândia";"72715-610";"Brasília                        - DF";"Setor Sul - Área Especial 1,   ";"05/04/2017";"Vigente";"11501/2014";"
                            Em 
                            Execução";"DF"
"24925";1211.92;"Jardim Carapina";"29161-703";"Serra                        - ES";"Rua Mucuri,   ";"27/01/2017";"Vigente";"2621/2012";"
                            Em 
                            Execução";"ES"
"1018706";1575;"Sobreiro                                                                                            ";"29619-000";"Laranja da Terra                        - ES";"Rua João Moreira da Costa, Centro, 00 ";"31/12/2016";"Vigente";"37865/2014";"
                            Em 
                            Execução";"ES"
"1001578";1510.23;"Conjunto Rio Claro III                                                                              ";"75804-210";"Jataí                        - GO";"Alameda Flamboyant,   ";"02/09/2016";"Vigente";"5124/2013";"
                            Em 
                            Execução";"GO"
"31104";3009.03;"MANSÕES ODISSÉIA";"72927-200";"Águas Lindas de Goiás                        - GO";"QUADRA 1-B,  00 ";"29/03/2017";"Vigente";"7416/2014";"
                            Em 
                            Execução";"GO"
"1015257";208.83;"Povoado Barreiro                                                                                    ";"65660-000";"Barão de Grajaú                        - MA";"Povoado Barreiro,  22 ";"31/12/2016";"Vigente";"30031/2014";"
                            Em 
                            Execução";"MA"
"1001949";1510.23;"Vila Esperança                                                                                      ";"65707-000";"Pio XII                        - MA";"Rua Projetada,  00 ";"30/01/2017";"Vigente";"5725/2013";"
                            Em 
                            Execução";"MA"
"25237";564.5;"Cidade Nova II";"36815-000";"Fervedouro                        - MG";"Rua Projetada, acesso ao distrito de São Pedro do Gloria,  ";"31/08/2016";"Vigente";"2771/2012";"
                            Em 
                            Execução";"MG"
"1005874";853.2;"Zona Rural                                                                                          ";"39553-000";"Ninheira                        - MG";"Fazenda Bananeira, Terreno, 00 ";"31/12/2016";"Vigente";"17486/2014";"
                            Em 
                            Execução";"MG"
"1001979";1211;"Loteamento Nova Serrana                                                                             ";"79045-515";"Campo Grande                        - MS";"Rua Agrinômia,   ";"27/03/2017";"Vigente";"5382/2013";"
                            Em 
                            Execução";"MS"
"1010442";1700;"Aldeia Porto Lindo                                                                                  ";"79985-000";"Japorã                        - MS";"Rua Projetada, Aldeia Porto Lindo, 000 ";"30/06/2017";"Vigente";"22897/2014";"
                            Em 
                            Execução";"MS"
"1018588";1189.68;"Zona Rural";"78000-000";"Cuiabá                        - MT";"Comunidade Rural Cinturão Verde - KM 28,   ";"01/10/2016";"Vigente";"34946/2014";"
                            Em 
                            Execução";"MT"
"1016204";853.2;"Centro de Conselvan                                                                                 ";"78325-000";"Aripuanã                        - MT";"Rua Mogno, Esquina com Rua Cerejeira, km 85, Comunidade Conselvan, 139 ";"06/01/2017";"Vigente";"29747/2014";"
                            Em 
                            Execução";"MT"
"29740";785.54;"pesqueiro";"68870-000";"Soure                        - PA";"Comunidade pesqueiro,  00 ";"31/03/2016";"Vencido";"7520/2014";"
                            Em 
                            Execução";"PA"
"1004506";854;"Vila Nazaré                                                                                         ";"68520-000";"São Domingos do Araguaia                        - PA";"Travessa Valadares,  12 ";"30/06/2016";"Vigente";"17542/2014";"
                            Em 
                            Execução";"PA"
"1016440";3121.28;"Centro                                                                                              ";"58535-000";"Congo                        - PB";"Rua: Lindolfo Campos,S/N,  00 ";"30/06/2017";"Vigente";"29827/2014";"
                            Em 
                            Execução";"PB"
"20242";895.53;"Centro                                                                                              ";"58675-000";"Santo André                        - PB";"Rua Projetada II,  01 ";"28/08/2016";"Vigente";"10904/2014";"
                            Em 
                            Execução";"PB"
"20007";1118.48;"PEDRO RAIMUNDO";"56300-000";"Petrolina                        - PE";"AVENIDA PROJETADA 26, VALE DO GRANDE RIO,  ";"12/04/2017";"Vigente";"10853/2014";"
                            Em 
                            Execução";"PE"
"1010938";851.63;"Centro                                                                                              ";"56540-000";"Tupanatinga                        - PE";"RUA DOMIRA ALMEIDA,  10 ";"01/03/2017";"Vigente";"22620/2014";"
                            Em 
                            Execução";"PE"
"1016698";854;"Zona Rural";"64280-000";"Campo Maior                        - PI";"Localidade São Joaquim,   ";"30/06/2016";"Vigente";"29889/2014";"
                            Em 
                            Execução";"PI"
"1001866";785.6;"Localidade Centro do Designo                                                                        ";"64130-000";"Miguel Alves                        - PI";"Rua Principal, Zona Rural, 000 ";"16/04/2017";"Vigente";"6158/2013";"
                            Em 
                            Execução";"PI"
"1010431";3228.08;" Paulo Grande                                                                                       ";"87270-000";"Engenheiro Beltrão                        - PR";"Rua dos jasmins,  00 ";"31/12/2016";"Vigente";"23656/2014";"
                            Em 
                            Execução";"PR"
"1017547";890.33;"Alto Paraíso                                                                                        ";"84635-000";"Paulo Frontin                        - PR";"Rua Particular de Acesso a Creche, ligando a Rua Rui Barbosa a Rua João Treuk.,   ";"29/11/2016";"Vigente";"11692/2014";"
                            Em 
                            Execução";"PR"
"19493";2986.35;"Campo Grande                                                                                        ";"23093-155";"Rio de Janeiro                        - RJ";"Rua Anta, acesso pela Rua Jaguatirica - Praça Laurinda Cardoso, 5 ";"30/01/2017";"Vigente";"3170/2012";"
                            Em 
                            Execução";"RJ"
"19483";2986.35;"Cosmos                                                                                              ";"23066-380";"Rio de Janeiro                        - RJ";"Estrada do Encanamento, esquina com Rua Cipotânea,   ";"30/01/2017";"Vigente";"3170/2012";"
                            Em 
                            Execução";"RJ"
"1014597";1282.57;"JARDIM LOLA                                                                                         ";"59290-000";"São Gonçalo do Amarante                        - RN";"Rua  CARLOS GOMES,   ";"08/01/2017";"Vigente";"9659/2014";"
                            Em 
                            Execução";"RN"
"1018684";851.63;"ZONA RURAL";"59530-000";"Pedro Avelino                        - RN";"Assentamento Bom Jesus ,  01 ";"31/07/2016";"Vigente";"34072/2014";"
                            Em 
                            Execução";"RN"
"25743";991.05;"Loteamento Zona Sul";"76877-164";"Ariquemes                        - RO";"AV. Rondônia, Ao lado do Setor 10, 06 ";"18/06/2017";"Vigente";"11142/2014";"
                            Em 
                            Execução";"RO"
"1016725";853.2;"DISTRITO VILA BOSCO";"76952-000";"Alto Alegre dos Parecis                        - RO";" LINHA P-08 , RODOVIA DO PROGRESSO- ZONA RURAL, 000 ";"31/07/2017";"Vigente";"32153/2014";"
                            Em 
                            Execução";"RO"
"1018466";207.7;"COMUNIDADE DA MANGUEIRA";"69350-000";"Alto Alegre                        - RR";"RUA PRINCIPAL,  0000 ";"30/05/2017";"Vigente";"32868/2014";"
                            Em 
                            Execução";"RR"
"1006461";0;"Cauamé                                                                                              ";"69311-021";"Boa Vista                        - RR";"Rua Bolívia, QUADRA 425/ ZONA 11, 269 ";"15/12/2016";"Vigente";"11478/2014";"
                            Em 
                            Execução";"RR"
"1005908";3057.01;"Centro                                                                                              ";"98770-000";"Catuípe                        - RS";"Rua Magdalena Possobon,  173 ";"31/07/2017";"Vigente";"17645/2014";"
                            Em 
                            Execução";"RS"
"1014602";890.73;"PARAISO                                                                                             ";"98640-000";"Crissiumal                        - RS";"RUA PACAEMBU,  312 ";"07/07/2017";"Vigente";"11206/2014";"
                            Em 
                            Execução";"RS"
"1014174";2945;"PINHEIRO                                                                                            ";"89150-000";"Presidente Getúlio                        - SC";"RUA RUDOLFO HAERTEL,   ";"31/07/2016";"Vigente";"32368/2014";"
                            Em 
                            Execução";"SC"
"1014178";853.2;"Centro                                                                                              ";"89633-000";"Zortéa                        - SC";"Rua Alceu Bortoli,  000 ";"31/07/2016";"Vigente";"32389/2014";"
                            Em 
                            Execução";"SC"
"24545";668.85;"Centro";"49160-000";"Nossa Senhora do Socorro                        - SE";"AVENIDA COLETRORA C, CONJUNTO MACOS FREIRE III,  ";"25/06/2017";"Vigente";"3997/2013";"
                            Em 
                            Execução";"SE"
"1004655";NA;"Centro                                                                                              ";"49570-000";"Malhador                        - SE";"Avenida Lourival Batista,   ";"16/12/2016";"Vigente";"6490/2013";"
                            Em 
                            Execução";"SE"
"1024758";2852.72;"Jardim Santo André";"09132-140";"Santo André                        - SP";"Rua Cazuza, sem numero, 000 ";"03/01/2017";"Vigente";"11793/2014";"
                            Em 
                            Execução";"SP"
"1017123";773.68;"Parque dos Príncipes                                                                                ";"12310-001";"Jacareí                        - SP";"Rua Dom João II - O PRÍNCIPE PERFEITO ,  00 ";"15/02/2017";"Vigente";"10844/2014";"
                            Em 
                            Execução";"SP"
"1010057";727.28;"Serra de São Félix                                                                                  ";"77860-000";"Wanderlândia                        - TO";"Projeto de Assentamento Esperantina, área comunitária, 00 ";"31/08/2016";"Vigente";"19547/2014";"
                            Em 
                            Execução";"TO"
"1010169";727.28;"Povoado Campos                                                                                      ";"77770-000";"Goiatins                        - TO";"Rua Palmeirante, Zona Rural, 1 ";"31/05/2016";"Vencido";"19986/2014";"
                            Em 
                            Execução";"TO"
"31270";NA;"Bairro da Paz                                                                                       ";"69919-230";"Rio Branco                        - AC";"Estrada Alberto Torres,  00 ";"30/06/2017";"Vigente";"56717/2015";"
                            Em 
                            Planejamento pelo proponente";"AC"
"1004102";NA;"CIDADE DO POVO                                                                                      ";"69900-000";"Rio Branco                        - AC";"AVENIDA 2, REGIONAL VII,  ";"20/10/2016";"Vigente";"6001/2013";"
                            Em 
                            Planejamento pelo proponente";"AC"
"25004";1211;"Cidade Universitária                                                                                ";"57072-040";"Maceió                        - AL";"Rua Doutor Juracy Pereira, NA RUA PROJETADA (RUA B),  ";"06/03/2017";"Vigente";"11044/2014";"
                            Em 
                            Planejamento pelo proponente";"AL"
"1016487";NA;"Centro                                                                                              ";"57350-000";"Campo Grande                        - AL";"rua em projeto 05, acesso pela rua em projeto 04, 00 ";"25/02/2018";"Vigente";"10066/2014";"
                            Em 
                            Planejamento pelo proponente";"AL"
"1012562";NA;"Centro                                                                                              ";"69650-000";"Atalaia do Norte                        - AM";"RUA CUNHA GOMES,  00 ";"08/08/2016";"Vigente";"8716/2014";"
                            Em 
                            Planejamento pelo proponente";"AM"
"25457";NA;"Tarumã                                                                                              ";"69041-410";"Manaus                        - AM";"Avenida Praia da Ponta Negra,   ";"13/08/2016";"Vigente";"9876/2014";"
                            Em 
                            Planejamento pelo proponente";"AM"
"1018479";NA;"Novo Buritizal";"68904-600";"Macapá                        - AP";"Avenida Vinte e Nove de Julho,  1391 ";"30/11/2017";"Vigente";"46696/2014";"
                            Em 
                            Planejamento pelo proponente";"AP"
"1006956";NA;"PARAISO                                                                                             ";"68925-000";"Santana                        - AP";"RUA TANCREDO NEVES,  00 ";"26/07/2016";"Vigente";"7367/2013";"
                            Em 
                            Planejamento pelo proponente";"AP"
"1009066";NA;"Aviário                                                                                             ";"44096-294";"Feira de Santana                        - BA";"Rua D,  00 ";"01/08/2016";"Vigente";"9315/2014";"
                            Em 
                            Planejamento pelo proponente";"BA"
"1012578";NA;"Meio Rural                                                                                          ";"45280-000";"Iguaí                        - BA";"Distrito de Ibiporanga,  00 ";"15/05/2017";"Vigente";"8731/2014";"
                            Em 
                            Planejamento pelo proponente";"BA"
"32901";NA;"CURIÓ                                                                                               ";"60000-000";"Fortaleza                        - CE";"AVENIDA ODILON GUIMARÃES, 00,  ";"02/09/2016";"Vigente";"4111/2013";"
                            Em 
                            Planejamento pelo proponente";"CE"
"32932";NA;"SÃO BENTO                                                                                           ";"60000-000";"Fortaleza                        - CE";"RUA MARIA FERREIRA DOS SANTOS, S/N,  ";"02/09/2016";"Vigente";"4111/2013";"
                            Em 
                            Planejamento pelo proponente";"CE"
"1016660";NA;"Gama                                                                                                ";"72415-060";"Brasília                        - DF";"Qd. 06 Area Especial EC-16, Setor Sul,  ";"28/02/2017";"Vigente";"10935/2014";"
                            Em 
                            Planejamento pelo proponente";"DF"
"31782";NA;"Recanto das Emas                                                                                    ";"72620-300";"Brasília                        - DF";"Quadra 302 LT, Conjunto 7A , 01 ";"05/04/2017";"Vigente";"11501/2014";"
                            Em 
                            Planejamento pelo proponente";"DF"
"1010712";NA;"Vale dos Reis                                                                                       ";"29158-213";"Cariacica                        - ES";"Rua Rei Ciro,   ";"11/01/2018";"Vigente";"11312/2014";"
                            Em 
                            Planejamento pelo proponente";"ES"
"1005443";NA;"Guriri                                                                                              ";"29930-000";"São Mateus                        - ES";"Avenida Hélio Farias Santos, Entre a Rua 25 e a Rua 26, 000 ";"03/11/2016";"Vigente";"6727/2013";"
                            Em 
                            Planejamento pelo proponente";"ES"
"31110";NA;"Parque Rio Branco";"72870-004";"Valparaíso de Goiás                        - GO";"RUA SEIS COM RUA E E D , FUNDO PARA RUA DOIS - ENTRE AS QDS. 9/10/12/13, 00 ";"29/03/2017";"Vigente";"7416/2014";"
                            Em 
                            Planejamento pelo proponente";"GO"
"24789";NA;"CENTRO                                                                                              ";"72940-00";"Abadiânia                        - GO";"RUA MONSENHOR CHIQUINHO - PROLONGAMENTO II, LOTEAMENTO CIDADE DE ABADIÂNIA, 00 ";"11/06/2017";"Vigente";"4048/2013";"
                            Em 
                            Planejamento pelo proponente";"GO"
"1014651";NA;"Centro                                                                                              ";"65520-000";"Brejo                        - MA";"Rua Gonçalves Dias, Prox. ao a Escola Ateneu Costa Bacelar, 000 ";"31/08/2016";"Vigente";"9815/2014";"
                            Em 
                            Planejamento pelo proponente";"MA"
"1009141";NA;"VILA SÃO LUÍS                                                                                       ";"65110-000";"São José de Ribamar                        - MA";"Rua Rio Grande do Sul,QD 07,Residencial São José,   ";"17/04/2017";"Vigente";"7549/2013";"
                            Em 
                            Planejamento pelo proponente";"MA"
"1004321";NA;"Santinho                                                                                            ";"33805-180";"Ribeirão das Neves                        - MG";"Rua Moacir Menezes,  1795 ";"30/12/2016";"Vigente";"6142/2013";"
                            Em 
                            Planejamento pelo proponente";"MG"
"1014506";NA;"ROSANEVES                                                                                           ";"33840-030";"Ribeirão das Neves                        - MG";"Vitoria Regia,  000 ";"17/05/2017";"Vigente";"9942/2014";"
                            Em 
                            Planejamento pelo proponente";"MG"
"25516";NA;"Vila Erondina                                                                                       ";"79814-420";"Dourados                        - MS";"Rua Belo Horizonte, Quadra 11,  1605 ";"03/06/2017";"Vigente";"4080/2013";"
                            Em 
                            Planejamento pelo proponente";"MS"
"1013704";NA;"Zona Rural                                                                                          ";"79930-000";"Aral Moreira                        - MS";"Assentamento Santa Catarina,   ";"31/07/2016";"Vigente";"34940/2014";"
                            Em 
                            Planejamento pelo proponente";"MS"
"1002006";NA;"Aeroporto                                                                                           ";"78175-000";"Poconé                        - MT";"Rua Justino Gonçalves da Guia/Rua Joaquim Murtinho,  00 ";"30/12/2016";"Vigente";"5371/2013";"
                            Em 
                            Planejamento pelo proponente";"MT"
"1016437";NA;"Bom Pastor                                                                                          ";"78580-000";"Alta Floresta                        - MT";"Avenida Bom Pastor, Ao lado da Policlínica, 436 ";"30/06/2016";"Vigente";"29746/2014";"
                            Em 
                            Planejamento pelo proponente";"MT"
"1018224";NA;"Zona Rural";"68475-000";"Bagre                        - PA";"VILA VISTA ALEGRE , Vila Vista Alegre - Rio Jacundá, 00 ";"31/07/2016";"Vigente";"34948/2014";"
                            Em 
                            Planejamento pelo proponente";"PA"
"1017090";NA;"Comu. Boa Esperança                                                                                 ";"68000-100";"Santarém                        - PA";"RAMAL 45, Km 42 da PA370 (Santarem Curua-una), 0000 ";"30/05/2017";"Vigente";"10810/2014";"
                            Em 
                            Planejamento pelo proponente";"PA"
"33205";NA;"Paratibe                                                                                            ";"58062-066";"João Pessoa                        - PB";"Rua Telegrafista Chateaubriand Brasil Filho, Localização Cartográfica - SEPLAN/PMJP = Setor 51, Quadra 239, Lote 0134,  ";"28/09/2016";"Vigente";"4242/2013";"
                            Em 
                            Planejamento pelo proponente";"PB"
"1001220";NA;"Paratibe                                                                                            ";"58062-186";"João Pessoa                        - PB";"Rua Rita Alves da Costa, Localização Cartográfica - SEPLAN/PMJP = Setor 51, Quadra 080, Lote 0351,  ";"28/09/2016";"Vigente";"5080/2013";"
                            Em 
                            Planejamento pelo proponente";"PB"
"24754";NA;"Antônio Cassimiro                                                                                   ";"56321-480";"Petrolina                        - PE";"Rua Mar Bering,   ";"10/11/2016";"Vigente";"3994/2013";"
                            Em 
                            Planejamento pelo proponente";"PE"
"1006816";NA;"Manassu                                                                                             ";"54130-200";"Jaboatão dos Guararapes                        - PE";"Rua Ginástica,  00 ";"06/12/2016";"Vigente";"7293/2013";"
                            Em 
                            Planejamento pelo proponente";"PE"
"1017979";NA;"POVOADO. MAREQUITA";"64565-000";"Itainópolis                        - PI";"RUA PROJETADA, ZONA RURAL, 00 ";"30/06/2016";"Vigente";"31294/2014";"
                            Em 
                            Planejamento pelo proponente";"PI"
"1018655";NA;"Centro";"64518-000";"Santa Rosa do Piauí                        - PI";"RUA PROJETADA,  00 ";"31/07/2016";"Vigente";"34029/2014";"
                            Em 
                            Planejamento pelo proponente";"PI"
"1001893";NA;"Guarituba                                                                                           ";"83314-010";"Piraquara                        - PR";"Rua Joaquim Simões, sem número, 1548 ";"30/09/2016";"Vigente";"5378/2013";"
                            Em 
                            Planejamento pelo proponente";"PR"
"25373";NA;"Jardim Santa Cruz                                                                                   ";"86084-625";"Londrina                        - PR";"Rua Spartaco Ferraresi,  , 00 ";"09/08/2016";"Vigente";"9679/2014";"
                            Em 
                            Planejamento pelo proponente";"PR"
"1003826";NA;"Jardim Bom Pastor                                                                                   ";"26110-180";"Belford Roxo                        - RJ";"Rua Munir (Antiga rua Gramânia),  000 ";"19/10/2016";"Vigente";"5974/2013";"
                            Em 
                            Planejamento pelo proponente";"RJ"
"24529";NA;"Sete Pontes                                                                                         ";"24411-005";"São Gonçalo                        - RJ";"Rua Doutor Porciúncula,  2 ";"23/06/2017";"Vigente";"7854/2014";"
                            Em 
                            Planejamento pelo proponente";"RJ"
"32973";NA;"Potengi";"59122-400";"Natal                        - RN";"Avenida Governador Antônio de Melo e Souza, Conj. Santarém,  ";"28/09/2016";"Vigente";"4098/2013";"
                            Em 
                            Planejamento pelo proponente";"RN"
"1011087";NA;"Trairas                                                                                             ";"59280-000";"Macaíba                        - RN";"Rua Leão do Norte,  01 ";"26/08/2017";"Vigente";"8709/2014";"
                            Em 
                            Planejamento pelo proponente";"RN"
"24913";NA;"Mariana                                                                                             ";"76813-548";"Porto Velho                        - RO";"Rua 07 - Residencial Orgulho do Madeira, Quadra 536 - Acesso Pela Rua Plácido de Castro,  ";"31/12/2016";"Vigente";"4110/2014";"
                            Em 
                            Planejamento pelo proponente";"RO"
"1017107";NA;"Centro                                                                                              ";"76994-000";"Cabixi                        - RO";"RUA CHAVANTES C/ AVENIDA GUARANI, EQUIPAMENTO PÚBLICO, 21 ";"06/09/2016";"Vigente";"10825/2014";"
                            Em 
                            Planejamento pelo proponente";"RO"
